_NAME_,_LABEL_,COL1
Rx_CE_LowAged_M65OD,"Rx_CE_LowAged_M65OD -- Male,   Age >= 65, originally entitled due to disability",0.169
Rx_CE_LowAged_RXHCC1,Rx_CE_LowAged_RXHCC1 -- HIV/AIDS,9.677
Rx_CE_LowAged_RXHCC5,Rx_CE_LowAged_RXHCC5 -- Opportunistic Infections,0.828
Rx_CE_LowAged_RXHCC15,Rx_CE_LowAged_RXHCC15 -- Chronic Myeloid Leukemia,14.57
Rx_CE_LowAged_RXHCC16,Rx_CE_LowAged_RXHCC16 -- Multiple Myeloma and Other Hematologic Cancers,12.238
Rx_CE_LowAged_RXHCC17,Rx_CE_LowAged_RXHCC17 -- Secondary Cancer of Bone and Kidney,12.083
Rx_CE_LowAged_RXHCC18,"Rx_CE_LowAged_RXHCC18 -- Secondary Cancer of Lung, Liver, Brain, and Other Sites",4.53
Rx_CE_LowAged_RXHCC19,Rx_CE_LowAged_RXHCC19 -- Leukemias and Other Hematologic Cancers,3.712
Rx_CE_LowAged_RXHCC20,"Rx_CE_LowAged_RXHCC20 -- Lung, Kidney, and Other Cancers; Secondary Cancer of Lymph Nodes and Other Sites",1.347
Rx_CE_LowAged_RXHCC21,Rx_CE_LowAged_RXHCC21 -- Lymphomas and Other Hematologic Cancers,0.749
Rx_CE_LowAged_RXHCC22,"Rx_CE_LowAged_RXHCC22 -- Prostate, Breast, Bladder, and Other Cancers and Tumors",0.436
Rx_CE_LowAged_RXHCC30,Rx_CE_LowAged_RXHCC30 -- Diabetes with Complications,0.983
Rx_CE_LowAged_RXHCC31,Rx_CE_LowAged_RXHCC31 -- Diabetes without Complication,0.429
Rx_CE_LowAged_RXHCC40,Rx_CE_LowAged_RXHCC40 -- Alpha-1-Antitrypsin Deficiency,7.006
Rx_CE_LowAged_RXHCC41,Rx_CE_LowAged_RXHCC41 -- Lysosomal Storage Disorders,6.058
Rx_CE_LowAged_RXHCC42,Rx_CE_LowAged_RXHCC42 -- Acromegaly and Other Endocrine and Metabolic Disorders,2.778
Rx_CE_LowAged_RXHCC43,"Rx_CE_LowAged_RXHCC43 -- Pituitary, Adrenal Gland, and Other Endocrine and Metabolic Disorders",0
Rx_CE_LowAged_RXHCC44,Rx_CE_LowAged_RXHCC44 -- Thyroid Disorders,0.152
Rx_CE_LowAged_RXHCC47,Rx_CE_LowAged_RXHCC47 -- Disorders of Lipoid Metabolism,0.047
Rx_CE_LowAged_RXHCC54,Rx_CE_LowAged_RXHCC54 -- Chronic Viral Hepatitis C,0.267
Rx_CE_LowAged_RXHCC55,Rx_CE_LowAged_RXHCC55 -- Acute or Unspecified Viral Hepatitis C,0.267
Rx_CE_LowAged_RXHCC56,Rx_CE_LowAged_RXHCC56 -- Chronic Viral Hepatitis B and Other Specified Chronic Viral Hepatitis,1.274
Rx_CE_LowAged_RXHCC59,Rx_CE_LowAged_RXHCC59 -- Primary Biliary Cirrhosis,1.597
Rx_CE_LowAged_RXHCC65,Rx_CE_LowAged_RXHCC65 -- Chronic Pancreatitis,0.771
Rx_CE_LowAged_RXHCC66,"Rx_CE_LowAged_RXHCC66 -- Pancreatic Disorders and Intestinal Malabsorption, Except Pancreatitis",0.689
Rx_CE_LowAged_RXHCC67,Rx_CE_LowAged_RXHCC67 -- Inflammatory Bowel Disease,1.156
Rx_CE_LowAged_RXHCC80,Rx_CE_LowAged_RXHCC80 -- Aseptic Necrosis of Bone,0.192
Rx_CE_LowAged_RXHCC81,Rx_CE_LowAged_RXHCC81 -- Psoriatic Arthropathy,6.28
Rx_CE_LowAged_RXHCC82,Rx_CE_LowAged_RXHCC82 -- Systemic Sclerosis,1.607
Rx_CE_LowAged_RXHCC83,Rx_CE_LowAged_RXHCC83 -- Rheumatoid Arthritis and Other Inflammatory Polyarthropathy,1.227
Rx_CE_LowAged_RXHCC84,Rx_CE_LowAged_RXHCC84 -- Systemic Lupus Erythematosus and Other Systemic Connective Tissue Disorders,0.34
Rx_CE_LowAged_RXHCC87,"Rx_CE_LowAged_RXHCC87 -- Osteoporosis, Vertebral and Pathological Fractures",0.207
Rx_CE_LowAged_RXHCC95,Rx_CE_LowAged_RXHCC95 -- Sickle Cell Anemia,0
Rx_CE_LowAged_RXHCC96,"Rx_CE_LowAged_RXHCC96 -- Acquired Hemolytic, Aplastic, and Sideroblastic Anemias",1.02
Rx_CE_LowAged_RXHCC98,Rx_CE_LowAged_RXHCC98 -- Hereditary Angioedema and Other Defects in the Complement System,12.558
Rx_CE_LowAged_RXHCC99,Rx_CE_LowAged_RXHCC99 -- Immune Disorders,0.755
Rx_CE_LowAged_RXHCC100,Rx_CE_LowAged_RXHCC100 -- Immune Thrombocytopenic Purpura,2.471
Rx_CE_LowAged_RXHCC111,Rx_CE_LowAged_RXHCC111 -- Alzheimer's Disease,0
Rx_CE_LowAged_RXHCC112,"Rx_CE_LowAged_RXHCC112 -- Dementia, Except Alzheimer's Disease",0
Rx_CE_LowAged_RXHCC130,Rx_CE_LowAged_RXHCC130 -- Schizophrenia and Other Psychosis,0.905
Rx_CE_LowAged_RXHCC131,Rx_CE_LowAged_RXHCC131 -- Bipolar Disorders,0.659
Rx_CE_LowAged_RXHCC132,Rx_CE_LowAged_RXHCC132 -- Depression,0.102
Rx_CE_LowAged_RXHCC133,Rx_CE_LowAged_RXHCC133 -- Anxiety and Other Psychiatric Disorders,0.035
Rx_CE_LowAged_RXHCC146,Rx_CE_LowAged_RXHCC146 -- Profound or Severe Intellectual Disability/Developmental Disorder,0.546
Rx_CE_LowAged_RXHCC147,Rx_CE_LowAged_RXHCC147 -- Moderate Intellectual Disability/Developmental Disorder,0.347
Rx_CE_LowAged_RXHCC148,Rx_CE_LowAged_RXHCC148 -- Mild or Unspecified Intellectual Disability/Developmental Disorder,0.111
Rx_CE_LowAged_RXHCC153,Rx_CE_LowAged_RXHCC153 -- Myasthenia Gravis and Other Myoneural Disorders,2.279
Rx_CE_LowAged_RXHCC154,Rx_CE_LowAged_RXHCC154 -- Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease,3.456
Rx_CE_LowAged_RXHCC155,Rx_CE_LowAged_RXHCC155 -- Spinal Cord Disorders,0.027
Rx_CE_LowAged_RXHCC157,Rx_CE_LowAged_RXHCC157 -- Chronic Inflammatory Demyelinating Polyneuritis ,6.578
Rx_CE_LowAged_RXHCC158,Rx_CE_LowAged_RXHCC158 -- Inflammatory and Toxic Neuropathy,0
Rx_CE_LowAged_RXHCC159,Rx_CE_LowAged_RXHCC159 -- Multiple Sclerosis,3.299
Rx_CE_LowAged_RXHCC160,Rx_CE_LowAged_RXHCC160 -- Huntington Disease,5.311
Rx_CE_LowAged_RXHCC161,Rx_CE_LowAged_RXHCC161 -- Parkinson Disease,0.687
Rx_CE_LowAged_RXHCC163,Rx_CE_LowAged_RXHCC163 -- Intractable Epilepsy,0.388
Rx_CE_LowAged_RXHCC164,"Rx_CE_LowAged_RXHCC164 -- Epilepsy and Other Seizure Disorders, Except Intractable Epilepsy",0
Rx_CE_LowAged_RXHCC166,Rx_CE_LowAged_RXHCC166 -- Migraine Headaches,0.541
Rx_CE_LowAged_RXHCC168,Rx_CE_LowAged_RXHCC168 -- Trigeminal and Postherpetic Neuralgia,0.184
Rx_CE_LowAged_RXHCC183,Rx_CE_LowAged_RXHCC183 -- Pulmonary Arterial Hypertension,2.391
Rx_CE_LowAged_RXHCC184,"Rx_CE_LowAged_RXHCC184 -- Pulmonary Hypertension, Except Arterial, and Other Pulmonary Heart Disease",0.197
Rx_CE_LowAged_RXHCC186,Rx_CE_LowAged_RXHCC186 -- Heart Failure,0.197
Rx_CE_LowAged_RXHCC187,Rx_CE_LowAged_RXHCC187 -- Hypertension,0.103
Rx_CE_LowAged_RXHCC188,Rx_CE_LowAged_RXHCC188 -- Coronary Artery Disease,0.177
Rx_CE_LowAged_RXHCC191,Rx_CE_LowAged_RXHCC191 -- Ventricular Septal Defect and Major Congenital Heart Disorders,0.087
Rx_CE_LowAged_RXHCC193,Rx_CE_LowAged_RXHCC193 -- Atrial Arrhythmias,0.154
Rx_CE_LowAged_RXHCC207,Rx_CE_LowAged_RXHCC207 -- Spastic Hemiplegia,0
Rx_CE_LowAged_RXHCC215,Rx_CE_LowAged_RXHCC215 -- Venous Thromboembolism,0.216
Rx_CE_LowAged_RXHCC225,Rx_CE_LowAged_RXHCC225 -- Cystic Fibrosis,4.932
Rx_CE_LowAged_RXHCC226,Rx_CE_LowAged_RXHCC226 -- Idiopathic Pulmonary Fibrosis and Systemic Sclerosis with Lung Involvement,6.057
Rx_CE_LowAged_RXHCC227,"Rx_CE_LowAged_RXHCC227 -- Pulmonary Fibrosis, Except Idiopathic",0.515
Rx_CE_LowAged_RXHCC228,Rx_CE_LowAged_RXHCC228 -- Severe Persistent Asthma,3.048
Rx_CE_LowAged_RXHCC229,"Rx_CE_LowAged_RXHCC229 -- Chronic Obstructive Pulmonary Disease, Bronchiectasis, and Other Asthma",0.406
Rx_CE_LowAged_RXHCC243,"Rx_CE_LowAged_RXHCC243 -- Glaucoma, Open-Angle or Moderate/Severe Stage",0.406
Rx_CE_LowAged_RXHCC244,Rx_CE_LowAged_RXHCC244 -- Other Non-Acute Glaucoma,0.066
Rx_CE_LowAged_RXHCC260,Rx_CE_LowAged_RXHCC260 -- Kidney Transplant Status,0
Rx_CE_LowAged_RXHCC261,"Rx_CE_LowAged_RXHCC261 -- Dialysis Status, Including End Stage Renal Disease",0.007
Rx_CE_LowAged_RXHCC262,Rx_CE_LowAged_RXHCC262 -- Chronic Kidney Disease Stage 5,0.007
Rx_CE_LowAged_RXHCC263,Rx_CE_LowAged_RXHCC263 -- Chronic Kidney Disease Stage 4,0.007
Rx_CE_LowAged_RXHCC311,"Rx_CE_LowAged_RXHCC311 -- Chronic Ulcer of Skin, Except Pressure",0.116
Rx_CE_LowAged_RXHCC314,"Rx_CE_LowAged_RXHCC314 -- Pemphigus, Pemphigoid, and Other Bullous Skin Disorders",0.748
Rx_CE_LowAged_RXHCC316,"Rx_CE_LowAged_RXHCC316 -- Psoriasis, Except with Arthropathy",1.969
Rx_CE_LowAged_RXHCC317,Rx_CE_LowAged_RXHCC317 -- Discoid Lupus Erythematosus,0.156
Rx_CE_LowAged_RXHCC355,Rx_CE_LowAged_RXHCC355 -- Narcolepsy and Cataplexy,1.926
Rx_CE_LowAged_RXHCC395,"Rx_CE_LowAged_RXHCC395 -- Stem Cell, Including Bone Marrow, Transplant Status/Complications",5.752
Rx_CE_LowAged_RXHCC396,"Rx_CE_LowAged_RXHCC396 -- Heart, Lung, Liver, Intestine, or Pancreas Transplant Status",0
Rx_CE_LowNoAged_F0_34,"Rx_CE_LowNoAged_W0_34 -- Female, Age  0 - 34",0.69
Rx_CE_LowNoAged_F35_44,"Rx_CE_LowNoAged_W35_44 -- Female, Age 35 - 44",0.837
Rx_CE_LowNoAged_F45_54,"Rx_CE_LowNoAged_W45_54 -- Female, Age 45 - 54",0.772
Rx_CE_LowNoAged_F55_59,"Rx_CE_LowNoAged_W55_59 -- Female, Age 55 - 59",0.497
Rx_CE_LowNoAged_F60_64,"Rx_CE_LowNoAged_W60_64 -- Female, Age 60 - 64",0.257
Rx_CE_LowNoAged_M0_34,"Rx_CE_LowNoAged_M0_34 -- Male,   Age  0 - 34",0.715
Rx_CE_LowNoAged_M35_44,"Rx_CE_LowNoAged_M35_44 -- Male,   Age 35 - 44",0.689
Rx_CE_LowNoAged_M45_54,"Rx_CE_LowNoAged_M45_54 -- Male,   Age 45 - 54",0.541
Rx_CE_LowNoAged_M55_59,"Rx_CE_LowNoAged_M55_59 -- Male,   Age 55 - 59",0.38
Rx_CE_LowNoAged_M60_64,"Rx_CE_LowNoAged_M60_64 -- Male,   Age 60 - 64",0.229
Rx_CE_LowNoAged_RXHCC1,Rx_CE_LowNoAged_RXHCC1 -- HIV/AIDS,9.773
Rx_CE_LowNoAged_RXHCC5,Rx_CE_LowNoAged_RXHCC5 -- Opportunistic Infections,0.537
Rx_CE_LowNoAged_RXHCC15,Rx_CE_LowNoAged_RXHCC15 -- Chronic Myeloid Leukemia,22.052
Rx_CE_LowNoAged_RXHCC16,Rx_CE_LowNoAged_RXHCC16 -- Multiple Myeloma and Other Hematologic Cancers,11.536
Rx_CE_LowNoAged_RXHCC17,Rx_CE_LowNoAged_RXHCC17 -- Secondary Cancer of Bone and Kidney,10.952
Rx_CE_LowNoAged_RXHCC18,"Rx_CE_LowNoAged_RXHCC18 -- Secondary Cancer of Lung, Liver, Brain, and Other Sites",3.803
Rx_CE_LowNoAged_RXHCC19,Rx_CE_LowNoAged_RXHCC19 -- Leukemias and Other Hematologic Cancers,3.413
Rx_CE_LowNoAged_RXHCC20,"Rx_CE_LowNoAged_RXHCC20 -- Lung, Kidney, and Other Cancers; Secondary Cancer of Lymph Nodes and Other Sites",0.962
Rx_CE_LowNoAged_RXHCC21,Rx_CE_LowNoAged_RXHCC21 -- Lymphomas and Other Hematologic Cancers,0.359
Rx_CE_LowNoAged_RXHCC22,"Rx_CE_LowNoAged_RXHCC22 -- Prostate, Breast, Bladder, and Other Cancers and Tumors",0.359
Rx_CE_LowNoAged_RXHCC30,Rx_CE_LowNoAged_RXHCC30 -- Diabetes with Complications,1.53
Rx_CE_LowNoAged_RXHCC31,Rx_CE_LowNoAged_RXHCC31 -- Diabetes without Complication,0.695
Rx_CE_LowNoAged_RXHCC40,Rx_CE_LowNoAged_RXHCC40 -- Alpha-1-Antitrypsin Deficiency,8.774
Rx_CE_LowNoAged_RXHCC41,Rx_CE_LowNoAged_RXHCC41 -- Lysosomal Storage Disorders,20.506
Rx_CE_LowNoAged_RXHCC42,Rx_CE_LowNoAged_RXHCC42 -- Acromegaly and Other Endocrine and Metabolic Disorders,5.559
Rx_CE_LowNoAged_RXHCC43,"Rx_CE_LowNoAged_RXHCC43 -- Pituitary, Adrenal Gland, and Other Endocrine and Metabolic Disorders",0.142
Rx_CE_LowNoAged_RXHCC44,Rx_CE_LowNoAged_RXHCC44 -- Thyroid Disorders,0.339
Rx_CE_LowNoAged_RXHCC47,Rx_CE_LowNoAged_RXHCC47 -- Disorders of Lipoid Metabolism,0.096
Rx_CE_LowNoAged_RXHCC54,Rx_CE_LowNoAged_RXHCC54 -- Chronic Viral Hepatitis C,0.073
Rx_CE_LowNoAged_RXHCC55,Rx_CE_LowNoAged_RXHCC55 -- Acute or Unspecified Viral Hepatitis C,0.073
Rx_CE_LowNoAged_RXHCC56,Rx_CE_LowNoAged_RXHCC56 -- Chronic Viral Hepatitis B and Other Specified Chronic Viral Hepatitis,0.806
Rx_CE_LowNoAged_RXHCC59,Rx_CE_LowNoAged_RXHCC59 -- Primary Biliary Cirrhosis,2.139
Rx_CE_LowNoAged_RXHCC65,Rx_CE_LowNoAged_RXHCC65 -- Chronic Pancreatitis,1.26
Rx_CE_LowNoAged_RXHCC66,"Rx_CE_LowNoAged_RXHCC66 -- Pancreatic Disorders and Intestinal Malabsorption, Except Pancreatitis",1.26
Rx_CE_LowNoAged_RXHCC67,Rx_CE_LowNoAged_RXHCC67 -- Inflammatory Bowel Disease,2.678
Rx_CE_LowNoAged_RXHCC80,Rx_CE_LowNoAged_RXHCC80 -- Aseptic Necrosis of Bone,0.433
Rx_CE_LowNoAged_RXHCC81,Rx_CE_LowNoAged_RXHCC81 -- Psoriatic Arthropathy,9.094
Rx_CE_LowNoAged_RXHCC82,Rx_CE_LowNoAged_RXHCC82 -- Systemic Sclerosis,2.157
Rx_CE_LowNoAged_RXHCC83,Rx_CE_LowNoAged_RXHCC83 -- Rheumatoid Arthritis and Other Inflammatory Polyarthropathy,2.157
Rx_CE_LowNoAged_RXHCC84,Rx_CE_LowNoAged_RXHCC84 -- Systemic Lupus Erythematosus and Other Systemic Connective Tissue Disorders,0.501
Rx_CE_LowNoAged_RXHCC87,"Rx_CE_LowNoAged_RXHCC87 -- Osteoporosis, Vertebral and Pathological Fractures",0.496
Rx_CE_LowNoAged_RXHCC95,Rx_CE_LowNoAged_RXHCC95 -- Sickle Cell Anemia,1.584
Rx_CE_LowNoAged_RXHCC96,"Rx_CE_LowNoAged_RXHCC96 -- Acquired Hemolytic, Aplastic, and Sideroblastic Anemias",1.126
Rx_CE_LowNoAged_RXHCC98,Rx_CE_LowNoAged_RXHCC98 -- Hereditary Angioedema and Other Defects in the Complement System,51.801
Rx_CE_LowNoAged_RXHCC99,Rx_CE_LowNoAged_RXHCC99 -- Immune Disorders,1.248
Rx_CE_LowNoAged_RXHCC100,Rx_CE_LowNoAged_RXHCC100 -- Immune Thrombocytopenic Purpura,3.003
Rx_CE_LowNoAged_RXHCC111,Rx_CE_LowNoAged_RXHCC111 -- Alzheimer's Disease,0
Rx_CE_LowNoAged_RXHCC112,"Rx_CE_LowNoAged_RXHCC112 -- Dementia, Except Alzheimer's Disease",0
Rx_CE_LowNoAged_RXHCC130,Rx_CE_LowNoAged_RXHCC130 -- Schizophrenia and Other Psychosis,1.574
Rx_CE_LowNoAged_RXHCC131,Rx_CE_LowNoAged_RXHCC131 -- Bipolar Disorders,0.768
Rx_CE_LowNoAged_RXHCC132,Rx_CE_LowNoAged_RXHCC132 -- Depression,0.225
Rx_CE_LowNoAged_RXHCC133,Rx_CE_LowNoAged_RXHCC133 -- Anxiety and Other Psychiatric Disorders,0.131
Rx_CE_LowNoAged_RXHCC146,Rx_CE_LowNoAged_RXHCC146 -- Profound or Severe Intellectual Disability/Developmental Disorder,0.275
Rx_CE_LowNoAged_RXHCC147,Rx_CE_LowNoAged_RXHCC147 -- Moderate Intellectual Disability/Developmental Disorder,0.132
Rx_CE_LowNoAged_RXHCC148,Rx_CE_LowNoAged_RXHCC148 -- Mild or Unspecified Intellectual Disability/Developmental Disorder,0
Rx_CE_LowNoAged_RXHCC153,Rx_CE_LowNoAged_RXHCC153 -- Myasthenia Gravis and Other Myoneural Disorders,3.891
Rx_CE_LowNoAged_RXHCC154,Rx_CE_LowNoAged_RXHCC154 -- Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease,4.382
Rx_CE_LowNoAged_RXHCC155,Rx_CE_LowNoAged_RXHCC155 -- Spinal Cord Disorders,0.171
Rx_CE_LowNoAged_RXHCC157,Rx_CE_LowNoAged_RXHCC157 -- Chronic Inflammatory Demyelinating Polyneuritis ,10.309
Rx_CE_LowNoAged_RXHCC158,Rx_CE_LowNoAged_RXHCC158 -- Inflammatory and Toxic Neuropathy,0
Rx_CE_LowNoAged_RXHCC159,Rx_CE_LowNoAged_RXHCC159 -- Multiple Sclerosis,5.81
Rx_CE_LowNoAged_RXHCC160,Rx_CE_LowNoAged_RXHCC160 -- Huntington Disease,6.837
Rx_CE_LowNoAged_RXHCC161,Rx_CE_LowNoAged_RXHCC161 -- Parkinson Disease,1.178
Rx_CE_LowNoAged_RXHCC163,Rx_CE_LowNoAged_RXHCC163 -- Intractable Epilepsy,2.741
Rx_CE_LowNoAged_RXHCC164,"Rx_CE_LowNoAged_RXHCC164 -- Epilepsy and Other Seizure Disorders, Except Intractable Epilepsy",0.026
Rx_CE_LowNoAged_RXHCC166,Rx_CE_LowNoAged_RXHCC166 -- Migraine Headaches,0.714
Rx_CE_LowNoAged_RXHCC168,Rx_CE_LowNoAged_RXHCC168 -- Trigeminal and Postherpetic Neuralgia,0.443
Rx_CE_LowNoAged_RXHCC183,Rx_CE_LowNoAged_RXHCC183 -- Pulmonary Arterial Hypertension,8.532
Rx_CE_LowNoAged_RXHCC184,"Rx_CE_LowNoAged_RXHCC184 -- Pulmonary Hypertension, Except Arterial, and Other Pulmonary Heart Disease",0.416
Rx_CE_LowNoAged_RXHCC186,Rx_CE_LowNoAged_RXHCC186 -- Heart Failure,0.187
Rx_CE_LowNoAged_RXHCC187,Rx_CE_LowNoAged_RXHCC187 -- Hypertension,0.147
Rx_CE_LowNoAged_RXHCC188,Rx_CE_LowNoAged_RXHCC188 -- Coronary Artery Disease,0
Rx_CE_LowNoAged_RXHCC191,Rx_CE_LowNoAged_RXHCC191 -- Ventricular Septal Defect and Major Congenital Heart Disorders,0
Rx_CE_LowNoAged_RXHCC193,Rx_CE_LowNoAged_RXHCC193 -- Atrial Arrhythmias,0.02
Rx_CE_LowNoAged_RXHCC207,Rx_CE_LowNoAged_RXHCC207 -- Spastic Hemiplegia,0.103
Rx_CE_LowNoAged_RXHCC215,Rx_CE_LowNoAged_RXHCC215 -- Venous Thromboembolism,0.25
Rx_CE_LowNoAged_RXHCC225,Rx_CE_LowNoAged_RXHCC225 -- Cystic Fibrosis,49.694
Rx_CE_LowNoAged_RXHCC226,Rx_CE_LowNoAged_RXHCC226 -- Idiopathic Pulmonary Fibrosis and Systemic Sclerosis with Lung Involvement,5.993
Rx_CE_LowNoAged_RXHCC227,"Rx_CE_LowNoAged_RXHCC227 -- Pulmonary Fibrosis, Except Idiopathic",1.141
Rx_CE_LowNoAged_RXHCC228,Rx_CE_LowNoAged_RXHCC228 -- Severe Persistent Asthma,3.463
Rx_CE_LowNoAged_RXHCC229,"Rx_CE_LowNoAged_RXHCC229 -- Chronic Obstructive Pulmonary Disease, Bronchiectasis, and Other Asthma",0.336
Rx_CE_LowNoAged_RXHCC243,"Rx_CE_LowNoAged_RXHCC243 -- Glaucoma, Open-Angle or Moderate/Severe Stage",0.571
Rx_CE_LowNoAged_RXHCC244,Rx_CE_LowNoAged_RXHCC244 -- Other Non-Acute Glaucoma,0
Rx_CE_LowNoAged_RXHCC260,Rx_CE_LowNoAged_RXHCC260 -- Kidney Transplant Status,0
Rx_CE_LowNoAged_RXHCC261,"Rx_CE_LowNoAged_RXHCC261 -- Dialysis Status, Including End Stage Renal Disease",0
Rx_CE_LowNoAged_RXHCC262,Rx_CE_LowNoAged_RXHCC262 -- Chronic Kidney Disease Stage 5,0
Rx_CE_LowNoAged_RXHCC263,Rx_CE_LowNoAged_RXHCC263 -- Chronic Kidney Disease Stage 4,0
Rx_CE_LowNoAged_RXHCC311,"Rx_CE_LowNoAged_RXHCC311 -- Chronic Ulcer of Skin, Except Pressure",0.071
Rx_CE_LowNoAged_RXHCC314,"Rx_CE_LowNoAged_RXHCC314 -- Pemphigus, Pemphigoid, and Other Bullous Skin Disorders",1.665
Rx_CE_LowNoAged_RXHCC316,"Rx_CE_LowNoAged_RXHCC316 -- Psoriasis, Except with Arthropathy",3.361
Rx_CE_LowNoAged_RXHCC317,Rx_CE_LowNoAged_RXHCC317 -- Discoid Lupus Erythematosus,0
Rx_CE_LowNoAged_RXHCC355,Rx_CE_LowNoAged_RXHCC355 -- Narcolepsy and Cataplexy,4.666
Rx_CE_LowNoAged_RXHCC395,"Rx_CE_LowNoAged_RXHCC395 -- Stem Cell, Including Bone Marrow, Transplant Status/Complications",4.181
Rx_CE_LowNoAged_RXHCC396,"Rx_CE_LowNoAged_RXHCC396 -- Heart, Lung, Liver, Intestine, or Pancreas Transplant Status",0
Rx_CE_LTI_F0_34,"Rx_CE_LTI_W0_34 -- Female, Age  0 - 34",2.656
Rx_CE_LTI_F35_44,"Rx_CE_LTI_W35_44 -- Female, Age 35 - 44",2.4
Rx_CE_LTI_F45_54,"Rx_CE_LTI_W45_54 -- Female, Age 45 - 54",1.543
Rx_CE_LTI_F55_59,"Rx_CE_LTI_W55_59 -- Female, Age 55 - 59",1.455
Rx_CE_LTI_F60_64,"Rx_CE_LTI_W60_64 -- Female, Age 60 - 64",1.098
Rx_CE_LTI_F65_69,"Rx_CE_LTI_W65_69 -- Female, Age 65 - 69",1.211
Rx_CE_LTI_F70_74,"Rx_CE_LTI_W70_74 -- Female, Age 70 - 74",0.923
Rx_CE_LTI_F75_79,"Rx_CE_LTI_W75_79 -- Female, Age 75 - 79",0.628
Rx_CE_LTI_F80_84,"Rx_CE_LTI_W80_84 -- Female, Age 80 - 84",0.328
Rx_CE_LTI_F85_89,"Rx_CE_LTI_W85_89 -- Female, Age 85 - 89",0.187
Rx_CE_LTI_F90_94,"Rx_CE_LTI_W90_94 -- Female, Age 90 - 94",0.01
Rx_CE_LTI_F95_GT,"Rx_CE_LTI_W95_GT -- Female, Age 95 -",0.01
Rx_CE_LTI_M0_34,"Rx_CE_LTI_M0_34 -- Male,   Age  0 - 34",2.151
Rx_CE_LTI_M35_44,"Rx_CE_LTI_M35_44 -- Male,   Age 35 - 44",1.847
Rx_CE_LTI_M45_54,"Rx_CE_LTI_M45_54 -- Male,   Age 45 - 54",1.451
Rx_CE_LTI_M55_59,"Rx_CE_LTI_M55_59 -- Male,   Age 55 - 59",1.13
Rx_CE_LTI_M60_64,"Rx_CE_LTI_M60_64 -- Male,   Age 60 - 64",0.882
Rx_CE_LTI_M65_69,"Rx_CE_LTI_M65_69 -- Male,   Age 65 - 69",0.896
Rx_CE_LTI_M70_74,"Rx_CE_LTI_M70_74 -- Male,   Age 70 - 74",0.698
Rx_CE_LTI_M75_79,"Rx_CE_LTI_M75_79 -- Male,   Age 75 - 79",0.482
Rx_CE_LTI_M80_84,"Rx_CE_LTI_M80_84 -- Male,   Age 80 - 84",0.282
Rx_CE_LTI_M85_89,"Rx_CE_LTI_M85_89 -- Male,   Age 85 - 89",0.084
Rx_CE_LTI_M90_94,"Rx_CE_LTI_M90_94 -- Male,   Age 90 - 94",0.084
Rx_CE_LTI_M95_GT,"Rx_CE_LTI_M95_GT -- Male,   Age 95 -",0.084
Rx_CE_LTI_ORIGDS,Rx_CE_LTI_ORIGDS -- Originally entitled due to disability,0.298
Rx_CE_LTI_RXHCC1,Rx_CE_LTI_RXHCC1 -- HIV/AIDS,7.179
Rx_CE_LTI_RXHCC5,Rx_CE_LTI_RXHCC5 -- Opportunistic Infections,0.323
Rx_CE_LTI_RXHCC15,Rx_CE_LTI_RXHCC15 -- Chronic Myeloid Leukemia,9.021
Rx_CE_LTI_RXHCC16,Rx_CE_LTI_RXHCC16 -- Multiple Myeloma and Other Hematologic Cancers,5.396
Rx_CE_LTI_RXHCC17,Rx_CE_LTI_RXHCC17 -- Secondary Cancer of Bone and Kidney,5.396
Rx_CE_LTI_RXHCC18,"Rx_CE_LTI_RXHCC18 -- Secondary Cancer of Lung, Liver, Brain, and Other Sites",1.275
Rx_CE_LTI_RXHCC19,Rx_CE_LTI_RXHCC19 -- Leukemias and Other Hematologic Cancers,1.275
Rx_CE_LTI_RXHCC20,"Rx_CE_LTI_RXHCC20 -- Lung, Kidney, and Other Cancers; Secondary Cancer of Lymph Nodes and Other Sites",0.397
Rx_CE_LTI_RXHCC21,Rx_CE_LTI_RXHCC21 -- Lymphomas and Other Hematologic Cancers,0.255
Rx_CE_LTI_RXHCC22,"Rx_CE_LTI_RXHCC22 -- Prostate, Breast, Bladder, and Other Cancers and Tumors",0.206
Rx_CE_LTI_RXHCC30,Rx_CE_LTI_RXHCC30 -- Diabetes with Complications,0.756
Rx_CE_LTI_RXHCC31,Rx_CE_LTI_RXHCC31 -- Diabetes without Complication,0.326
Rx_CE_LTI_RXHCC40,Rx_CE_LTI_RXHCC40 -- Alpha-1-Antitrypsin Deficiency,1.117
Rx_CE_LTI_RXHCC41,Rx_CE_LTI_RXHCC41 -- Lysosomal Storage Disorders,0.033
Rx_CE_LTI_RXHCC42,Rx_CE_LTI_RXHCC42 -- Acromegaly and Other Endocrine and Metabolic Disorders,0.905
Rx_CE_LTI_RXHCC43,"Rx_CE_LTI_RXHCC43 -- Pituitary, Adrenal Gland, and Other Endocrine and Metabolic Disorders",0.033
Rx_CE_LTI_RXHCC44,Rx_CE_LTI_RXHCC44 -- Thyroid Disorders,0.157
Rx_CE_LTI_RXHCC47,Rx_CE_LTI_RXHCC47 -- Disorders of Lipoid Metabolism,0.022
Rx_CE_LTI_RXHCC54,Rx_CE_LTI_RXHCC54 -- Chronic Viral Hepatitis C,0.536
