_NAME_,_LABEL_,COL1
Rx_NE_Lo_NESRD_NOD_x_F45_54,"Rx_NE_Lo_NESRD_NOD_x_F45_54 -- Female, age 45 - 54, not concurrently ESRD, not originally disabled",2.835
Rx_NE_Lo_NESRD_NOD_x_F55_59,"Rx_NE_Lo_NESRD_NOD_x_F55_59 -- Female, age 55 - 59, not concurrently ESRD, not originally disabled",2.516
Rx_NE_Lo_NESRD_NOD_x_F60_64,"Rx_NE_Lo_NESRD_NOD_x_F60_64 -- Female, age 60 - 64, not concurrently ESRD, not originally disabled",2.516
Rx_NE_Lo_NESRD_NOD_x_F65,"Rx_NE_Lo_NESRD_NOD_x_F65 -- Female, age 65, not concurrently ESRD, not originally disabled",1.254
Rx_NE_Lo_NESRD_NOD_x_F66,"Rx_NE_Lo_NESRD_NOD_x_F66 -- Female, age 66, not concurrently ESRD, not originally disabled",0.882
Rx_NE_Lo_NESRD_NOD_x_F67,"Rx_NE_Lo_NESRD_NOD_x_F67 -- Female, age 67, not concurrently ESRD, not originally disabled",0.851
Rx_NE_Lo_NESRD_NOD_x_F68,"Rx_NE_Lo_NESRD_NOD_x_F68 -- Female, age 68, not concurrently ESRD, not originally disabled",0.825
Rx_NE_Lo_NESRD_NOD_x_F69,"Rx_NE_Lo_NESRD_NOD_x_F69 -- Female, age 69, not concurrently ESRD, not originally disabled",0.787
Rx_NE_Lo_NESRD_NOD_x_F70_74,"Rx_NE_Lo_NESRD_NOD_x_F70_74 -- Female, age 70 - 74, not concurrently ESRD, not originally disabled",0.772
Rx_NE_Lo_NESRD_NOD_x_F75_79,"Rx_NE_Lo_NESRD_NOD_x_F75_79 -- Female, age 75 - 79, not concurrently ESRD, not originally disabled",0.72
Rx_NE_Lo_NESRD_NOD_x_F80_84,"Rx_NE_Lo_NESRD_NOD_x_F80_84 -- Female, age 80 - 84, not concurrently ESRD, not originally disabled",0.686
Rx_NE_Lo_NESRD_NOD_x_F85_89,"Rx_NE_Lo_NESRD_NOD_x_F85_89 -- Female, age 85 - 89, not concurrently ESRD, not originally disabled",0.686
Rx_NE_Lo_NESRD_NOD_x_F90_94,"Rx_NE_Lo_NESRD_NOD_x_F90_94 -- Female, age 90 - 94, not concurrently ESRD, not originally disabled",0.415
Rx_NE_Lo_NESRD_NOD_x_F95_GT,"Rx_NE_Lo_NESRD_NOD_x_F95_GT -- Female, age 95 -, not concurrently ESRD, not originally disabled",0.415
Rx_NE_Lo_NESRD_NOD_x_M0_34,"Rx_NE_Lo_NESRD_NOD_x_M0_34 -- Male, age 0 - 34, not concurrently ESRD, not originally disabled",2.066
Rx_NE_Lo_NESRD_NOD_x_M35_44,"Rx_NE_Lo_NESRD_NOD_x_M35_44 -- Male, age 35 - 44, not concurrently ESRD, not originally disabled",2.066
Rx_NE_Lo_NESRD_NOD_x_M45_54,"Rx_NE_Lo_NESRD_NOD_x_M45_54 -- Male, age 45 - 54, not concurrently ESRD, not originally disabled",2.066
Rx_NE_Lo_NESRD_NOD_x_M55_59,"Rx_NE_Lo_NESRD_NOD_x_M55_59 -- Male, age 55 - 59, not concurrently ESRD, not originally disabled",2.1
Rx_NE_Lo_NESRD_NOD_x_M60_64,"Rx_NE_Lo_NESRD_NOD_x_M60_64 -- Male, age 60 - 64, not concurrently ESRD, not originally disabled",2
Rx_NE_Lo_NESRD_NOD_x_M65,"Rx_NE_Lo_NESRD_NOD_x_M65 -- Male, age 65, not concurrently ESRD, not originally disabled",1.172
Rx_NE_Lo_NESRD_NOD_x_M66,"Rx_NE_Lo_NESRD_NOD_x_M66 -- Male, age 66, not concurrently ESRD, not originally disabled",0.832
Rx_NE_Lo_NESRD_NOD_x_M67,"Rx_NE_Lo_NESRD_NOD_x_M67 -- Male, age 67, not concurrently ESRD, not originally disabled",0.832
Rx_NE_Lo_NESRD_NOD_x_M68,"Rx_NE_Lo_NESRD_NOD_x_M68 -- Male, age 68, not concurrently ESRD, not originally disabled",0.775
Rx_NE_Lo_NESRD_NOD_x_M69,"Rx_NE_Lo_NESRD_NOD_x_M69 -- Male, age 69, not concurrently ESRD, not originally disabled",0.731
Rx_NE_Lo_NESRD_NOD_x_M70_74,"Rx_NE_Lo_NESRD_NOD_x_M70_74 -- Male, age 70 - 74, not concurrently ESRD, not originally disabled",0.672
Rx_NE_Lo_NESRD_NOD_x_M75_79,"Rx_NE_Lo_NESRD_NOD_x_M75_79 -- Male, age 75 - 79, not concurrently ESRD, not originally disabled",0.672
Rx_NE_Lo_NESRD_NOD_x_M80_84,"Rx_NE_Lo_NESRD_NOD_x_M80_84 -- Male, age 80 - 84, not concurrently ESRD, not originally disabled",0.652
Rx_NE_Lo_NESRD_NOD_x_M85_89,"Rx_NE_Lo_NESRD_NOD_x_M85_89 -- Male, age 85 - 89, not concurrently ESRD, not originally disabled",0.652
Rx_NE_Lo_NESRD_NOD_x_M90_94,"Rx_NE_Lo_NESRD_NOD_x_M90_94 -- Male, age 90 - 94, not concurrently ESRD, not originally disabled",0.406
Rx_NE_Lo_NESRD_NOD_x_M95_GT,"Rx_NE_Lo_NESRD_NOD_x_M95_GT -- Male, age 95 -, not concurrently ESRD, not originally disabled",0.406
Rx_NE_Lo_ESRD_NOD_x_F0_34,"Rx_NE_Lo_ESRD_NOD_x_F0_34 -- Female, age 0 - 34, concurrently ESRD, not originally disabled",2.835
Rx_NE_Lo_ESRD_NOD_x_F35_44,"Rx_NE_Lo_ESRD_NOD_x_F35_44 -- Female, age 35 - 44, concurrently ESRD, not originally disabled",2.835
Rx_NE_Lo_ESRD_NOD_x_F45_54,"Rx_NE_Lo_ESRD_NOD_x_F45_54 -- Female, age 45 - 54, concurrently ESRD, not originally disabled",2.835
Rx_NE_Lo_ESRD_NOD_x_F55_59,"Rx_NE_Lo_ESRD_NOD_x_F55_59 -- Female, age 55 - 59, concurrently ESRD, not originally disabled",2.516
Rx_NE_Lo_ESRD_NOD_x_F60_64,"Rx_NE_Lo_ESRD_NOD_x_F60_64 -- Female, age 60 - 64, concurrently ESRD, not originally disabled",2.516
Rx_NE_Lo_ESRD_NOD_x_F65,"Rx_NE_Lo_ESRD_NOD_x_F65 -- Female, age 65, concurrently ESRD, not originally disabled",2.387
Rx_NE_Lo_ESRD_NOD_x_F66,"Rx_NE_Lo_ESRD_NOD_x_F66 -- Female, age 66, concurrently ESRD, not originally disabled",2.387
Rx_NE_Lo_ESRD_NOD_x_F67,"Rx_NE_Lo_ESRD_NOD_x_F67 -- Female, age 67, concurrently ESRD, not originally disabled",2.387
Rx_NE_Lo_ESRD_NOD_x_F68,"Rx_NE_Lo_ESRD_NOD_x_F68 -- Female, age 68, concurrently ESRD, not originally disabled",2.387
Rx_NE_Lo_ESRD_NOD_x_F69,"Rx_NE_Lo_ESRD_NOD_x_F69 -- Female, age 69, concurrently ESRD, not originally disabled",2.387
Rx_NE_Lo_ESRD_NOD_x_F70_74,"Rx_NE_Lo_ESRD_NOD_x_F70_74 -- Female, age 70 - 74, concurrently ESRD, not originally disabled",2.387
Rx_NE_Lo_ESRD_NOD_x_F75_79,"Rx_NE_Lo_ESRD_NOD_x_F75_79 -- Female, age 75 - 79, concurrently ESRD, not originally disabled",2.387
Rx_NE_Lo_ESRD_NOD_x_F80_84,"Rx_NE_Lo_ESRD_NOD_x_F80_84 -- Female, age 80 - 84, concurrently ESRD, not originally disabled",2.387
Rx_NE_Lo_ESRD_NOD_x_F85_89,"Rx_NE_Lo_ESRD_NOD_x_F85_89 -- Female, age 85 - 89, concurrently ESRD, not originally disabled",2.387
Rx_NE_Lo_ESRD_NOD_x_F90_94,"Rx_NE_Lo_ESRD_NOD_x_F90_94 -- Female, age 90 - 94, concurrently ESRD, not originally disabled",2.387
Rx_NE_Lo_ESRD_NOD_x_F95_GT,"Rx_NE_Lo_ESRD_NOD_x_F95_GT -- Female, age 95 -, concurrently ESRD, not originally disabled",2.387
Rx_NE_Lo_ESRD_NOD_x_M0_34,"Rx_NE_Lo_ESRD_NOD_x_M0_34 -- Male, age 0 - 34, concurrently ESRD, not originally disabled",2.066
Rx_NE_Lo_ESRD_NOD_x_M35_44,"Rx_NE_Lo_ESRD_NOD_x_M35_44 -- Male, age 35 - 44, concurrently ESRD, not originally disabled",2.066
Rx_NE_Lo_ESRD_NOD_x_M45_54,"Rx_NE_Lo_ESRD_NOD_x_M45_54 -- Male, age 45 - 54, concurrently ESRD, not originally disabled",2.066
Rx_NE_Lo_ESRD_NOD_x_M55_59,"Rx_NE_Lo_ESRD_NOD_x_M55_59 -- Male, age 55 - 59, concurrently ESRD, not originally disabled",2.207
Rx_NE_Lo_ESRD_NOD_x_M60_64,"Rx_NE_Lo_ESRD_NOD_x_M60_64 -- Male, age 60 - 64, concurrently ESRD, not originally disabled",2.371
Rx_NE_Lo_ESRD_NOD_x_M65,"Rx_NE_Lo_ESRD_NOD_x_M65 -- Male, age 65, concurrently ESRD, not originally disabled",2.183
Rx_NE_Lo_ESRD_NOD_x_M66,"Rx_NE_Lo_ESRD_NOD_x_M66 -- Male, age 66, concurrently ESRD, not originally disabled",2.183
Rx_NE_Lo_ESRD_NOD_x_M67,"Rx_NE_Lo_ESRD_NOD_x_M67 -- Male, age 67, concurrently ESRD, not originally disabled",2.183
Rx_NE_Lo_ESRD_NOD_x_M68,"Rx_NE_Lo_ESRD_NOD_x_M68 -- Male, age 68, concurrently ESRD, not originally disabled",2.183
Rx_NE_Lo_ESRD_NOD_x_M69,"Rx_NE_Lo_ESRD_NOD_x_M69 -- Male, age 69, concurrently ESRD, not originally disabled",2.183
Rx_NE_Lo_ESRD_NOD_x_M70_74,"Rx_NE_Lo_ESRD_NOD_x_M70_74 -- Male, age 70 - 74, concurrently ESRD, not originally disabled",2.183
Rx_NE_Lo_ESRD_NOD_x_M75_79,"Rx_NE_Lo_ESRD_NOD_x_M75_79 -- Male, age 75 - 79, concurrently ESRD, not originally disabled",2.183
Rx_NE_Lo_ESRD_NOD_x_M80_84,"Rx_NE_Lo_ESRD_NOD_x_M80_84 -- Male, age 80 - 84, concurrently ESRD, not originally disabled",2.183
Rx_NE_Lo_ESRD_NOD_x_M85_89,"Rx_NE_Lo_ESRD_NOD_x_M85_89 -- Male, age 85 - 89, concurrently ESRD, not originally disabled",2.183
Rx_NE_Lo_ESRD_NOD_x_M90_94,"Rx_NE_Lo_ESRD_NOD_x_M90_94 -- Male, age 90 - 94, concurrently ESRD, not originally disabled",2.183
Rx_NE_Lo_ESRD_NOD_x_M95_GT,"Rx_NE_Lo_ESRD_NOD_x_M95_GT -- Male, age 95 -, concurrently ESRD, not originally disabled",2.183
Rx_NE_Lo_NESRD_OD_x_F65,"Rx_NE_Lo_NESRD_OD_x_F65 -- Female, age 65, not concurrently ESRD, originally disabled",2.12
Rx_NE_Lo_NESRD_OD_x_F66,"Rx_NE_Lo_NESRD_OD_x_F66 -- Female, age 66, not concurrently ESRD, originally disabled",1.25
Rx_NE_Lo_NESRD_OD_x_F67,"Rx_NE_Lo_NESRD_OD_x_F67 -- Female, age 67, not concurrently ESRD, originally disabled",1.092
Rx_NE_Lo_NESRD_OD_x_F68,"Rx_NE_Lo_NESRD_OD_x_F68 -- Female, age 68, not concurrently ESRD, originally disabled",1.073
Rx_NE_Lo_NESRD_OD_x_F69,"Rx_NE_Lo_NESRD_OD_x_F69 -- Female, age 69, not concurrently ESRD, originally disabled",1.073
Rx_NE_Lo_NESRD_OD_x_F70_74,"Rx_NE_Lo_NESRD_OD_x_F70_74 -- Female, age 70 - 74, not concurrently ESRD, originally disabled",1.073
Rx_NE_Lo_NESRD_OD_x_F75_79,"Rx_NE_Lo_NESRD_OD_x_F75_79 -- Female, age 75 - 79, not concurrently ESRD, originally disabled",0.902
Rx_NE_Lo_NESRD_OD_x_F80_84,"Rx_NE_Lo_NESRD_OD_x_F80_84 -- Female, age 80 - 84, not concurrently ESRD, originally disabled",0.686
Rx_NE_Lo_NESRD_OD_x_F85_89,"Rx_NE_Lo_NESRD_OD_x_F85_89 -- Female, age 85 - 89, not concurrently ESRD, originally disabled",0.686
Rx_NE_Lo_NESRD_OD_x_F90_94,"Rx_NE_Lo_NESRD_OD_x_F90_94 -- Female, age 90 - 94, not concurrently ESRD, originally disabled",0.415
Rx_NE_Lo_NESRD_OD_x_F95_GT,"Rx_NE_Lo_NESRD_OD_x_F95_GT -- Female, age 95 -, not concurrently ESRD, originally disabled",0.415
Rx_NE_Lo_NESRD_OD_x_M65,"Rx_NE_Lo_NESRD_OD_x_M65 -- Male, age 65, not concurrently ESRD, originally disabled",1.685
Rx_NE_Lo_NESRD_OD_x_M66,"Rx_NE_Lo_NESRD_OD_x_M66 -- Male, age 66, not concurrently ESRD, originally disabled",1.132
Rx_NE_Lo_NESRD_OD_x_M67,"Rx_NE_Lo_NESRD_OD_x_M67 -- Male, age 67, not concurrently ESRD, originally disabled",1.132
Rx_NE_Lo_NESRD_OD_x_M68,"Rx_NE_Lo_NESRD_OD_x_M68 -- Male, age 68, not concurrently ESRD, originally disabled",0.815
Rx_NE_Lo_NESRD_OD_x_M69,"Rx_NE_Lo_NESRD_OD_x_M69 -- Male, age 69, not concurrently ESRD, originally disabled",0.769
Rx_NE_Lo_NESRD_OD_x_M70_74,"Rx_NE_Lo_NESRD_OD_x_M70_74 -- Male, age 70 - 74, not concurrently ESRD, originally disabled",0.672
Rx_NE_Lo_NESRD_OD_x_M75_79,"Rx_NE_Lo_NESRD_OD_x_M75_79 -- Male, age 75 - 79, not concurrently ESRD, originally disabled",0.672
Rx_NE_Lo_NESRD_OD_x_M80_84,"Rx_NE_Lo_NESRD_OD_x_M80_84 -- Male, age 80 - 84, not concurrently ESRD, originally disabled",0.652
Rx_NE_Lo_NESRD_OD_x_M85_89,"Rx_NE_Lo_NESRD_OD_x_M85_89 -- Male, age 85 - 89, not concurrently ESRD, originally disabled",0.652
Rx_NE_Lo_NESRD_OD_x_M90_94,"Rx_NE_Lo_NESRD_OD_x_M90_94 -- Male, age 90 - 94, not concurrently ESRD, originally disabled",0.406
Rx_NE_Lo_NESRD_OD_x_M95_GT,"Rx_NE_Lo_NESRD_OD_x_M95_GT -- Male, age 95 -, not concurrently ESRD, originally disabled",0.406
Rx_NE_Lo_ESRD_OD_x_F65,"Rx_NE_Lo_ESRD_OD_x_F65 -- Female, age 65, concurrently ESRD, originally disabled",2.387
Rx_NE_Lo_ESRD_OD_x_F66,"Rx_NE_Lo_ESRD_OD_x_F66 -- Female, age 66, concurrently ESRD, originally disabled",2.387
Rx_NE_Lo_ESRD_OD_x_F67,"Rx_NE_Lo_ESRD_OD_x_F67 -- Female, age 67, concurrently ESRD, originally disabled",2.387
Rx_NE_Lo_ESRD_OD_x_F68,"Rx_NE_Lo_ESRD_OD_x_F68 -- Female, age 68, concurrently ESRD, originally disabled",2.387
Rx_NE_Lo_ESRD_OD_x_F69,"Rx_NE_Lo_ESRD_OD_x_F69 -- Female, age 69, concurrently ESRD, originally disabled",2.387
Rx_NE_Lo_ESRD_OD_x_F70_74,"Rx_NE_Lo_ESRD_OD_x_F70_74 -- Female, age 70 - 74, concurrently ESRD, originally disabled",2.387
Rx_NE_Lo_ESRD_OD_x_F75_79,"Rx_NE_Lo_ESRD_OD_x_F75_79 -- Female, age 75 - 79, concurrently ESRD, originally disabled",2.387
Rx_NE_Lo_ESRD_OD_x_F80_84,"Rx_NE_Lo_ESRD_OD_x_F80_84 -- Female, age 80 - 84, concurrently ESRD, originally disabled",2.387
Rx_NE_Lo_ESRD_OD_x_F85_89,"Rx_NE_Lo_ESRD_OD_x_F85_89 -- Female, age 85 - 89, concurrently ESRD, originally disabled",2.387
Rx_NE_Lo_ESRD_OD_x_F90_94,"Rx_NE_Lo_ESRD_OD_x_F90_94 -- Female, age 90 - 94, concurrently ESRD, originally disabled",2.387
Rx_NE_Lo_ESRD_OD_x_F95_GT,"Rx_NE_Lo_ESRD_OD_x_F95_GT -- Female, age 95 -, concurrently ESRD, originally disabled",2.387
Rx_NE_Lo_ESRD_OD_x_M65,"Rx_NE_Lo_ESRD_OD_x_M65 -- Male, age 65, concurrently ESRD, originally disabled",2.183
Rx_NE_Lo_ESRD_OD_x_M66,"Rx_NE_Lo_ESRD_OD_x_M66 -- Male, age 66, concurrently ESRD, originally disabled",2.183
Rx_NE_Lo_ESRD_OD_x_M67,"Rx_NE_Lo_ESRD_OD_x_M67 -- Male, age 67, concurrently ESRD, originally disabled",2.183
Rx_NE_Lo_ESRD_OD_x_M68,"Rx_NE_Lo_ESRD_OD_x_M68 -- Male, age 68, concurrently ESRD, originally disabled",2.183
Rx_NE_Lo_ESRD_OD_x_M69,"Rx_NE_Lo_ESRD_OD_x_M69 -- Male, age 69, concurrently ESRD, originally disabled",2.183
Rx_NE_Lo_ESRD_OD_x_M70_74,"Rx_NE_Lo_ESRD_OD_x_M70_74 -- Male, age 70 - 74, concurrently ESRD, originally disabled",2.183
Rx_NE_Lo_ESRD_OD_x_M75_79,"Rx_NE_Lo_ESRD_OD_x_M75_79 -- Male, age 75 - 79, concurrently ESRD, originally disabled",2.183
Rx_NE_Lo_ESRD_OD_x_M80_84,"Rx_NE_Lo_ESRD_OD_x_M80_84 -- Male, age 80 - 84, concurrently ESRD, originally disabled",2.183
Rx_NE_Lo_ESRD_OD_x_M85_89,"Rx_NE_Lo_ESRD_OD_x_M85_89 -- Male, age 85 - 89, concurrently ESRD, originally disabled",2.183
Rx_NE_Lo_ESRD_OD_x_M90_94,"Rx_NE_Lo_ESRD_OD_x_M90_94 -- Male, age 90 - 94, concurrently ESRD, originally disabled",2.183
Rx_NE_Lo_ESRD_OD_x_M95_GT,"Rx_NE_Lo_ESRD_OD_x_M95_GT -- Male, age 95 -, concurrently ESRD, originally disabled",2.183
Rx_NE_LTI_NESRD_NOD_x_F0_34,"Rx_NE_LTI_NESRD_NOD_x_F0_34 -- Female, age 0 - 34, not concurrently ESRD, not originally disabled",3.447
Rx_NE_LTI_NESRD_NOD_x_F35_44,"Rx_NE_LTI_NESRD_NOD_x_F35_44 -- Female, age 35 - 44, not concurrently ESRD, not originally disabled",3.447
Rx_NE_LTI_NESRD_NOD_x_F45_54,"Rx_NE_LTI_NESRD_NOD_x_F45_54 -- Female, age 45 - 54, not concurrently ESRD, not originally disabled",3.447
Rx_NE_LTI_NESRD_NOD_x_F55_59,"Rx_NE_LTI_NESRD_NOD_x_F55_59 -- Female, age 55 - 59, not concurrently ESRD, not originally disabled",2.69
Rx_NE_LTI_NESRD_NOD_x_F60_64,"Rx_NE_LTI_NESRD_NOD_x_F60_64 -- Female, age 60 - 64, not concurrently ESRD, not originally disabled",2.49
Rx_NE_LTI_NESRD_NOD_x_F65,"Rx_NE_LTI_NESRD_NOD_x_F65 -- Female, age 65, not concurrently ESRD, not originally disabled",2.651
Rx_NE_LTI_NESRD_NOD_x_F66,"Rx_NE_LTI_NESRD_NOD_x_F66 -- Female, age 66, not concurrently ESRD, not originally disabled",2.651
Rx_NE_LTI_NESRD_NOD_x_F67,"Rx_NE_LTI_NESRD_NOD_x_F67 -- Female, age 67, not concurrently ESRD, not originally disabled",1.929
Rx_NE_LTI_NESRD_NOD_x_F68,"Rx_NE_LTI_NESRD_NOD_x_F68 -- Female, age 68, not concurrently ESRD, not originally disabled",1.929
Rx_NE_LTI_NESRD_NOD_x_F69,"Rx_NE_LTI_NESRD_NOD_x_F69 -- Female, age 69, not concurrently ESRD, not originally disabled",1.451
Rx_NE_LTI_NESRD_NOD_x_F70_74,"Rx_NE_LTI_NESRD_NOD_x_F70_74 -- Female, age 70 - 74, not concurrently ESRD, not originally disabled",1.451
Rx_NE_LTI_NESRD_NOD_x_F75_79,"Rx_NE_LTI_NESRD_NOD_x_F75_79 -- Female, age 75 - 79, not concurrently ESRD, not originally disabled",1.451
Rx_NE_LTI_NESRD_NOD_x_F80_84,"Rx_NE_LTI_NESRD_NOD_x_F80_84 -- Female, age 80 - 84, not concurrently ESRD, not originally disabled",0.925
Rx_NE_LTI_NESRD_NOD_x_F85_89,"Rx_NE_LTI_NESRD_NOD_x_F85_89 -- Female, age 85 - 89, not concurrently ESRD, not originally disabled",0.925
Rx_NE_LTI_NESRD_NOD_x_F90_94,"Rx_NE_LTI_NESRD_NOD_x_F90_94 -- Female, age 90 - 94, not concurrently ESRD, not originally disabled",0.491
Rx_NE_LTI_NESRD_NOD_x_F95_GT,"Rx_NE_LTI_NESRD_NOD_x_F95_GT -- Female, age 95 -, not concurrently ESRD, not originally disabled",0.491
Rx_NE_LTI_NESRD_NOD_x_M0_34,"Rx_NE_LTI_NESRD_NOD_x_M0_34 -- Male, age 0 - 34, not concurrently ESRD, not originally disabled",2.974
Rx_NE_LTI_NESRD_NOD_x_M35_44,"Rx_NE_LTI_NESRD_NOD_x_M35_44 -- Male, age 35 - 44, not concurrently ESRD, not originally disabled",2.974
Rx_NE_LTI_NESRD_NOD_x_M45_54,"Rx_NE_LTI_NESRD_NOD_x_M45_54 -- Male, age 45 - 54, not concurrently ESRD, not originally disabled",2.651
Rx_NE_LTI_NESRD_NOD_x_M55_59,"Rx_NE_LTI_NESRD_NOD_x_M55_59 -- Male, age 55 - 59, not concurrently ESRD, not originally disabled",2.318
Rx_NE_LTI_NESRD_NOD_x_M60_64,"Rx_NE_LTI_NESRD_NOD_x_M60_64 -- Male, age 60 - 64, not concurrently ESRD, not originally disabled",1.996
Rx_NE_LTI_NESRD_NOD_x_M65,"Rx_NE_LTI_NESRD_NOD_x_M65 -- Male, age 65, not concurrently ESRD, not originally disabled",2.052
Rx_NE_LTI_NESRD_NOD_x_M66,"Rx_NE_LTI_NESRD_NOD_x_M66 -- Male, age 66, not concurrently ESRD, not originally disabled",2.052
Rx_NE_LTI_NESRD_NOD_x_M67,"Rx_NE_LTI_NESRD_NOD_x_M67 -- Male, age 67, not concurrently ESRD, not originally disabled",1.759
Rx_NE_LTI_NESRD_NOD_x_M68,"Rx_NE_LTI_NESRD_NOD_x_M68 -- Male, age 68, not concurrently ESRD, not originally disabled",1.759
Rx_NE_LTI_NESRD_NOD_x_M69,"Rx_NE_LTI_NESRD_NOD_x_M69 -- Male, age 69, not concurrently ESRD, not originally disabled",1.547
Rx_NE_LTI_NESRD_NOD_x_M70_74,"Rx_NE_LTI_NESRD_NOD_x_M70_74 -- Male, age 70 - 74, not concurrently ESRD, not originally disabled",1.547
Rx_NE_LTI_NESRD_NOD_x_M75_79,"Rx_NE_LTI_NESRD_NOD_x_M75_79 -- Male, age 75 - 79, not concurrently ESRD, not originally disabled",1.155
Rx_NE_LTI_NESRD_NOD_x_M80_84,"Rx_NE_LTI_NESRD_NOD_x_M80_84 -- Male, age 80 - 84, not concurrently ESRD, not originally disabled",1.155
Rx_NE_LTI_NESRD_NOD_x_M85_89,"Rx_NE_LTI_NESRD_NOD_x_M85_89 -- Male, age 85 - 89, not concurrently ESRD, not originally disabled",1.155
Rx_NE_LTI_NESRD_NOD_x_M90_94,"Rx_NE_LTI_NESRD_NOD_x_M90_94 -- Male, age 90 - 94, not concurrently ESRD, not originally disabled",0.752
Rx_NE_LTI_NESRD_NOD_x_M95_GT,"Rx_NE_LTI_NESRD_NOD_x_M95_GT -- Male, age 95 -, not concurrently ESRD, not originally disabled",0.399
Rx_NE_LTI_ESRD_NOD_x_F0_34,"Rx_NE_LTI_ESRD_NOD_x_F0_34 -- Female, age 0 - 34, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F35_44,"Rx_NE_LTI_ESRD_NOD_x_F35_44 -- Female, age 35 - 44, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F45_54,"Rx_NE_LTI_ESRD_NOD_x_F45_54 -- Female, age 45 - 54, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F55_59,"Rx_NE_LTI_ESRD_NOD_x_F55_59 -- Female, age 55 - 59, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F60_64,"Rx_NE_LTI_ESRD_NOD_x_F60_64 -- Female, age 60 - 64, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F65,"Rx_NE_LTI_ESRD_NOD_x_F65 -- Female, age 65, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F66,"Rx_NE_LTI_ESRD_NOD_x_F66 -- Female, age 66, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F67,"Rx_NE_LTI_ESRD_NOD_x_F67 -- Female, age 67, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F68,"Rx_NE_LTI_ESRD_NOD_x_F68 -- Female, age 68, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F69,"Rx_NE_LTI_ESRD_NOD_x_F69 -- Female, age 69, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F70_74,"Rx_NE_LTI_ESRD_NOD_x_F70_74 -- Female, age 70 - 74, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F75_79,"Rx_NE_LTI_ESRD_NOD_x_F75_79 -- Female, age 75 - 79, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F80_84,"Rx_NE_LTI_ESRD_NOD_x_F80_84 -- Female, age 80 - 84, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F85_89,"Rx_NE_LTI_ESRD_NOD_x_F85_89 -- Female, age 85 - 89, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F90_94,"Rx_NE_LTI_ESRD_NOD_x_F90_94 -- Female, age 90 - 94, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_F95_GT,"Rx_NE_LTI_ESRD_NOD_x_F95_GT -- Female, age 95 -, concurrently ESRD, not originally disabled",2.481
Rx_NE_LTI_ESRD_NOD_x_M0_34,"Rx_NE_LTI_ESRD_NOD_x_M0_34 -- Male, age 0 - 34, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M35_44,"Rx_NE_LTI_ESRD_NOD_x_M35_44 -- Male, age 35 - 44, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M45_54,"Rx_NE_LTI_ESRD_NOD_x_M45_54 -- Male, age 45 - 54, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M55_59,"Rx_NE_LTI_ESRD_NOD_x_M55_59 -- Male, age 55 - 59, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M60_64,"Rx_NE_LTI_ESRD_NOD_x_M60_64 -- Male, age 60 - 64, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M65,"Rx_NE_LTI_ESRD_NOD_x_M65 -- Male, age 65, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M66,"Rx_NE_LTI_ESRD_NOD_x_M66 -- Male, age 66, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M67,"Rx_NE_LTI_ESRD_NOD_x_M67 -- Male, age 67, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M68,"Rx_NE_LTI_ESRD_NOD_x_M68 -- Male, age 68, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M69,"Rx_NE_LTI_ESRD_NOD_x_M69 -- Male, age 69, concurrently ESRD, not originally disabled",2.316
Rx_NE_LTI_ESRD_NOD_x_M70_74,"Rx_NE_LTI_ESRD_NOD_x_M70_74 -- Male, age 70 - 74, concurrently ESRD, not originally disabled",2.316
